cgpa_gap,skill_match_count,current_year,tenth_pct,twelfth_pct,is_eligible
0.77,5,4,66.2,68.6,1
0.69,1,2,73.1,93.5,1
0.96,3,3,86.9,84.9,1
2.22,0,3,66.0,69.1,1
1.18,5,4,77.2,68.1,1
-0.86,3,2,77.9,73.5,0
0.76,5,2,74.1,72.3,1
1.31,4,4,100.0,89.8,1
1.36,2,4,73.9,86.8,1
0.06,1,3,82.5,76.4,1
1.33,7,1,70.3,83.5,1
1.14,2,2,83.3,85.1,1
2.46,0,2,86.7,76.6,1
-0.2,2,3,72.1,80.4,0
-0.01,7,3,77.5,82.5,1
0.16,2,4,69.0,81.4,1
0.01,7,1,66.6,67.4,1
-0.31,3,2,88.4,68.5,0
-1.81,6,3,72.5,72.8,1
0.05,5,4,53.9,68.2,1
0.7,0,1,95.7,59.8,1
0.01,4,4,70.0,83.4,1
1.95,3,1,75.5,79.8,1
0.41,1,1,94.4,61.3,0
1.43,4,4,76.6,73.3,1
0.61,0,4,76.4,74.0,0
1.06,5,4,65.7,78.0,1
0.62,6,3,61.7,64.1,1
1.5,0,3,76.3,61.1,1
0.44,3,3,81.6,81.7,1
0.8,5,3,81.1,59.1,1
0.69,0,3,73.2,73.4,1
0.17,3,2,78.2,72.4,1
0.72,2,4,59.6,74.6,1
2.19,0,2,82.6,78.8,1
0.18,6,3,79.6,93.6,1
0.74,3,3,97.7,58.4,1
1.41,6,3,78.1,85.6,1
1.31,4,3,68.6,48.4,1
0.41,7,1,77.5,91.3,1
-1.51,7,2,74.7,53.5,0
0.81,4,2,82.3,100.0,1
-1.38,2,2,78.3,71.7,0
1.58,3,4,65.4,90.2,1
0.54,6,4,61.6,87.9,1
1.2,3,3,80.6,71.2,1
-0.32,4,2,91.8,72.0,0
-0.84,1,1,78.8,66.8,0
0.61,7,4,86.1,84.7,1
0.37,5,4,88.1,71.3,1
0.01,2,2,80.7,67.0,0
0.47,4,4,69.9,81.9,1
2.61,3,4,80.0,66.1,1
1.07,1,3,90.1,72.4,1
1.24,6,1,83.3,77.2,1
1.08,7,1,85.5,68.9,1
1.58,6,4,73.4,70.6,1
0.25,2,3,76.0,92.9,1
-1.24,2,1,76.8,73.8,0
0.25,0,1,77.5,72.0,0
1.05,5,4,89.7,74.1,1
-0.38,2,2,54.5,81.0,0
0.26,7,2,78.3,64.6,1
-0.15,6,3,77.2,80.7,1
1.6,1,2,64.3,78.8,1
1.0,7,4,84.7,56.3,1
0.92,1,3,70.8,95.7,1
0.9,3,2,74.4,92.1,1
0.37,3,2,96.5,67.2,1
0.56,7,4,88.1,63.7,1
-0.55,5,3,83.7,78.5,1
-1.35,7,4,81.8,60.3,1
0.52,4,2,76.4,91.0,1
0.66,6,1,98.0,70.8,1
1.37,6,4,86.0,93.8,1
1.66,6,1,70.5,66.9,1
1.66,3,4,64.0,74.8,1
-0.4,3,3,83.7,89.9,1
0.12,7,1,77.4,72.4,1
0.78,6,4,63.7,79.0,1
2.43,7,1,82.3,88.0,1
1.58,4,2,75.3,69.9,1
1.3,7,2,83.3,62.1,1
0.09,5,3,82.4,60.0,1
-0.31,5,3,71.9,82.4,1
1.03,1,3,84.3,80.3,1
-0.48,4,2,73.0,87.7,0
0.21,5,3,73.7,73.0,1
0.31,6,1,72.7,60.3,1
1.67,7,3,89.3,50.1,1
0.12,2,1,75.2,100.0,1
-1.55,2,1,91.7,81.8,0
0.8,7,3,95.8,77.5,1
-0.16,7,1,70.6,79.1,1
0.43,1,4,48.8,60.3,0
0.33,3,1,88.4,67.3,1
0.18,7,1,74.6,95.2,1
1.03,1,4,69.3,83.2,1
-0.83,6,1,72.1,67.6,1
-0.01,0,4,73.9,62.5,0
0.95,1,2,91.0,70.3,1
-0.09,6,4,79.6,72.5,1
-0.89,4,4,90.8,98.5,1
0.93,4,1,82.9,73.9,1
1.3,6,2,74.9,62.9,1
0.36,2,3,74.1,75.4,1
-1.17,4,4,83.6,78.9,1
0.96,4,1,86.2,61.9,1
-0.93,5,1,88.0,80.4,0
0.65,2,2,75.4,89.3,1
-0.31,5,1,79.8,77.5,1
-0.53,3,2,83.8,67.2,0
0.05,4,1,74.2,70.2,1
0.25,6,4,66.7,57.8,1
-0.12,3,4,69.9,74.5,1
0.87,5,1,75.6,79.4,1
0.04,7,3,84.6,66.1,1
1.18,6,3,90.6,97.3,1
0.62,7,3,64.4,84.7,1
-0.16,4,4,72.0,56.3,1
-0.29,2,3,74.4,56.5,0
-0.92,7,3,85.9,65.2,1
0.63,5,1,72.7,93.3,1
0.12,1,1,73.7,85.8,1
-1.5,2,3,63.9,93.9,0
-0.03,2,4,82.8,76.1,1
-0.32,6,2,76.4,73.7,1
1.66,0,3,71.5,62.3,1
-0.96,5,1,75.4,79.8,1
-0.75,4,2,89.3,73.8,0
1.29,0,4,68.0,73.4,1
1.49,4,3,69.6,93.8,1
-0.2,6,1,90.5,74.6,1
-0.11,5,4,78.8,90.6,1
0.89,4,4,84.7,58.5,1
-1.46,2,2,82.0,100.0,0
-1.09,1,2,77.6,71.9,0
0.18,0,3,74.5,83.8,0
1.64,2,4,86.3,85.5,1
0.05,5,2,89.6,70.5,1
0.48,0,1,88.8,85.0,0
1.31,7,1,66.1,85.6,1
2.09,4,4,91.0,68.2,1
-0.06,2,4,74.4,68.3,0
0.39,7,4,70.4,76.5,1
1.86,1,1,76.3,74.7,1
-0.82,7,1,86.3,91.3,1
1.22,2,2,83.4,83.7,1
-0.41,3,1,75.4,75.2,1
0.48,3,2,86.4,82.7,1
0.21,7,3,79.4,53.5,1
-0.37,2,2,72.3,69.2,0
-0.39,7,1,70.9,79.2,1
0.62,2,2,82.1,88.3,1
1.2,2,3,77.2,78.2,1
0.3,5,3,64.2,92.0,1
0.46,5,2,86.5,85.5,1
0.86,2,2,73.2,70.6,1
-0.38,1,3,93.9,74.5,0
0.99,3,1,64.0,80.5,1
1.06,4,4,76.2,71.1,1
2.48,0,4,71.0,92.8,1
0.1,0,1,68.2,63.8,0
0.03,7,4,73.1,79.5,1
1.02,0,1,95.7,84.1,1
1.06,3,2,79.4,72.6,1
-0.03,6,3,70.1,70.1,1
0.08,2,2,59.7,75.2,0
0.83,3,1,60.8,84.9,1
-0.26,0,1,72.6,70.5,0
0.07,6,3,71.7,64.2,1
0.47,5,1,75.8,88.7,1
1.2,6,2,55.3,80.4,1
-0.08,6,2,77.1,87.1,1
-1.07,2,4,88.3,84.4,0
-1.13,0,4,94.2,100.0,0
-0.61,2,4,59.1,88.3,0
-0.65,1,3,70.0,68.0,0
0.28,4,3,69.5,81.2,1
-0.55,1,2,79.5,69.9,0
-0.16,7,1,65.8,71.0,1
-0.22,4,4,94.8,60.5,1
0.05,2,2,78.4,72.9,1
1.46,7,2,76.8,82.0,1
0.93,6,1,93.9,75.3,1
0.41,3,2,77.8,63.9,1
0.03,1,3,82.0,59.2,0
0.05,2,2,70.5,99.2,1
0.66,4,3,64.3,79.6,1
0.87,6,1,71.9,66.9,1
-0.33,2,1,99.9,81.1,0
0.43,5,4,84.3,100.0,1
-1.23,2,2,80.7,82.8,0
0.57,1,2,68.2,45.3,0
1.01,3,2,87.1,100.0,1
0.18,1,3,64.4,55.7,0
1.85,3,3,62.3,73.7,1
-0.3,2,2,72.4,63.5,0
0.57,2,4,97.5,67.9,1
0.37,6,4,97.0,79.1,1
0.32,2,1,73.5,53.2,1
0.31,5,3,71.3,75.0,1
0.49,5,4,61.6,88.6,1
1.08,5,2,78.8,66.7,1
1.5,2,1,79.6,60.7,1
0.4,6,1,85.9,74.5,1
1.05,1,3,87.1,72.3,1
-0.16,2,4,76.0,69.5,1
1.01,6,1,83.6,62.9,1
-0.21,2,3,71.0,81.7,0
1.27,5,2,83.4,82.5,1
2.17,0,2,72.9,64.3,1
0.3,4,3,82.6,65.8,1
-1.35,6,4,81.8,77.5,1
-0.04,5,1,78.7,65.4,0
1.39,4,1,85.9,78.0,1
0.84,6,2,62.3,92.1,1
0.6,2,2,67.4,75.3,0
1.21,3,3,75.3,62.7,1
0.79,0,3,63.6,80.3,1
1.37,5,1,73.9,74.0,1
1.14,5,2,74.3,74.3,1
1.62,6,3,91.1,81.2,1
0.69,5,2,79.4,83.6,1
1.12,1,3,88.3,76.4,1
0.15,5,2,81.0,75.3,1
-0.08,6,2,72.6,98.7,1
1.77,1,1,79.3,89.2,1
0.57,3,1,85.3,85.2,1
1.04,7,1,89.9,77.4,1
0.5,3,3,76.7,64.9,1
-0.07,6,1,61.5,88.4,1
0.41,4,3,60.8,77.6,1
1.55,5,4,74.7,69.7,1
0.84,5,3,54.6,73.3,1
-0.97,5,3,96.0,65.4,1
0.23,6,1,84.0,87.6,1
1.83,7,2,71.6,83.5,1
0.23,2,4,66.9,78.0,1
-1.04,7,2,88.3,75.5,1
1.91,5,4,66.9,68.5,1
0.95,4,3,67.8,52.6,1
0.34,2,2,70.3,60.5,0
0.1,3,1,79.1,67.8,0
1.27,5,1,84.2,66.2,1
-0.03,2,2,89.9,79.2,0
1.32,2,2,88.4,84.9,1
0.83,6,3,78.0,74.6,1
0.6,3,3,88.2,91.5,1
0.52,5,2,71.3,67.4,1
0.26,0,3,59.8,74.5,0
1.24,0,4,71.3,75.4,1
-0.29,6,3,69.9,88.0,1
-0.9,1,4,71.7,77.2,0
0.89,6,2,68.4,77.5,1
0.9,7,4,73.4,57.8,1
0.78,3,2,84.2,66.1,1
0.73,7,1,95.2,88.1,1
0.14,3,1,60.7,53.2,0
1.03,7,1,65.1,90.8,1
0.36,1,4,70.1,81.5,1
0.01,3,1,85.7,67.8,1
0.15,3,4,76.0,66.8,1
2.02,6,4,70.8,96.9,1
-0.99,0,2,85.2,91.5,0
0.8,6,4,87.6,74.7,1
-0.94,0,4,77.8,77.5,0
0.31,2,4,69.8,68.9,1
0.05,4,2,80.7,77.5,1
-1.27,1,2,75.7,68.6,0
0.71,3,1,75.6,75.1,1
0.1,7,4,72.9,95.9,1
-1.28,6,4,87.2,74.9,1
1.07,0,3,80.5,64.5,0
1.55,4,1,88.4,61.0,1
1.59,4,4,91.4,77.4,1
0.69,0,2,82.6,67.6,1
0.44,5,3,72.9,78.7,1
1.46,4,3,88.4,58.2,1
1.75,5,1,82.7,83.6,1
1.31,2,1,100.0,64.3,1
-0.35,2,1,81.1,76.5,1
0.56,5,4,85.0,72.3,1
0.75,5,4,80.9,94.9,1
-1.05,1,2,77.0,77.9,0
0.78,1,2,75.4,97.4,1
2.22,4,2,80.9,82.2,1
0.91,6,2,83.2,91.7,1
1.58,1,3,89.5,73.7,1
0.55,1,2,81.1,79.8,1
0.34,6,3,73.4,89.4,1
0.71,5,2,74.7,86.0,1
-0.25,7,3,64.8,81.8,1
-0.37,6,4,94.6,72.4,1
1.41,7,1,72.6,74.3,1
1.5,1,1,87.7,88.5,1
-0.39,2,3,80.8,90.8,0
1.17,1,1,81.0,69.5,1
0.33,0,1,76.8,67.8,0
0.67,6,4,70.1,66.1,1
0.77,5,2,68.3,85.1,1
1.2,0,3,95.3,65.8,1
0.47,1,4,79.1,85.0,1
1.53,1,1,89.3,82.0,1
0.65,3,2,91.8,70.0,1
0.9,3,1,73.9,93.2,1
-0.27,2,2,82.2,59.9,0
2.13,7,1,78.5,94.3,1
0.78,1,4,66.4,79.5,1
0.97,4,2,76.1,53.2,1
-0.89,3,1,83.9,93.5,0
-0.26,3,1,73.0,86.7,1
1.39,6,1,74.8,71.3,1
0.63,7,1,76.3,65.4,1
-1.13,0,1,99.1,58.7,0
1.23,3,3,59.7,100.0,1
-0.04,0,4,83.0,65.8,1
1.53,3,4,75.5,62.1,1
0.33,4,4,71.6,78.9,1
0.56,3,4,75.2,58.0,1
1.34,2,2,84.7,65.2,1
-0.32,2,2,85.2,86.9,0
-0.39,2,3,79.9,81.1,0
0.24,2,2,88.9,71.7,1
1.06,2,3,90.7,76.2,1
-0.66,5,4,86.2,71.1,1
-0.93,0,1,72.5,75.3,0
1.06,0,4,82.9,67.6,1
-0.08,4,4,83.0,69.6,1
0.09,5,3,69.8,69.3,1
-1.09,2,2,62.3,68.0,0
-0.14,1,2,57.8,87.5,0
0.39,4,1,78.7,84.5,1
1.14,3,2,81.0,65.7,1
-0.22,5,3,66.2,62.9,1
1.73,1,3,88.5,74.3,1
-0.15,0,1,79.5,99.7,0
-0.15,4,3,91.5,64.7,1
1.63,3,4,81.7,74.2,1
0.57,5,1,67.3,77.0,1
-0.04,4,1,82.6,74.8,1
0.28,2,4,84.7,71.0,1
1.48,1,3,72.5,88.7,1
1.57,1,3,63.6,81.0,1
-0.25,6,4,79.0,85.3,1
0.37,1,3,68.0,82.5,1
0.47,4,3,89.2,85.8,1
-0.39,6,1,73.9,93.4,1
0.36,7,4,95.2,90.6,1
0.4,2,4,56.8,100.0,1
1.31,0,2,79.3,89.4,1
1.37,6,3,92.3,68.6,1
0.14,5,3,69.1,85.3,1
0.23,2,1,76.4,83.8,0
0.93,4,1,74.0,97.1,1
-0.07,1,3,71.2,65.4,1
0.87,5,3,80.4,82.1,1
0.33,5,3,65.0,68.5,1
-0.38,2,2,76.9,81.6,1
-0.37,3,4,83.2,73.6,1
1.56,2,2,75.8,81.3,1
0.27,0,1,68.0,60.5,0
1.71,1,1,88.3,84.7,1
-0.01,7,4,85.3,78.3,1
0.63,3,3,67.6,77.7,1
2.31,1,2,65.1,97.5,1
-0.45,0,1,68.5,71.8,0
-1.12,2,1,83.5,79.8,0
1.43,7,1,80.8,77.1,1
-0.26,3,1,85.9,78.2,1
0.38,7,3,74.7,100.0,1
-0.07,3,1,68.8,76.7,0
0.61,6,1,87.2,69.8,1
-0.36,6,2,72.5,96.6,1
0.26,0,3,79.9,72.6,0
0.76,0,2,62.5,58.3,1
-0.41,7,1,72.3,67.9,1
-0.16,7,3,88.1,62.3,1
0.12,1,2,70.8,56.2,0
-0.74,5,1,86.1,72.0,1
0.06,7,3,54.7,75.2,1
0.5,7,4,72.4,89.0,1
0.08,2,3,76.3,82.9,1
0.18,6,1,95.4,82.4,1
0.38,5,2,66.3,66.2,1
-0.12,7,3,84.7,85.7,1
0.95,1,4,88.6,91.3,1
1.55,4,4,70.8,80.3,1
0.03,0,4,74.3,80.6,0
0.79,2,4,79.4,62.1,1
0.21,0,3,63.2,87.6,0
0.69,3,3,73.4,95.6,1
1.65,6,3,90.8,79.6,1
0.81,5,3,83.2,69.5,1
-1.02,2,3,76.4,74.2,0
0.76,3,1,79.1,71.4,1
1.39,2,4,83.8,72.0,1
0.22,5,1,85.7,83.1,1
1.2,2,2,72.4,79.1,1
-0.15,0,2,93.3,87.0,0
-0.79,4,4,91.2,80.1,1
0.51,6,1,84.8,66.5,1
-1.01,3,2,69.6,70.5,0
0.21,1,2,67.8,69.8,0
1.43,0,1,74.7,73.9,1
-1.13,7,1,78.6,95.7,1
-0.62,6,2,60.3,97.5,1
-0.43,1,4,82.9,85.2,0
0.35,0,2,90.9,77.3,1
0.11,1,4,83.8,61.0,1
1.52,3,3,71.2,78.4,1
1.16,6,4,70.1,67.3,1
0.8,1,4,81.0,93.9,1
0.52,6,3,76.5,58.3,1
0.71,0,3,82.4,80.2,1
-0.29,5,1,84.0,66.4,1
1.09,2,3,88.9,75.9,1
-0.49,7,1,66.7,83.3,1
1.07,3,3,80.2,87.2,1
1.35,2,3,74.4,75.3,1
0.57,1,4,77.0,84.4,1
0.26,6,3,86.6,68.7,1
0.72,3,2,87.7,78.7,1
-1.89,2,2,92.0,87.0,0
0.64,5,3,82.3,79.7,1
0.31,4,2,76.9,70.2,1
0.36,5,2,75.5,72.9,1
0.97,3,2,60.7,87.2,1
0.34,0,3,91.4,64.0,1
-0.51,0,1,74.8,65.6,0
0.29,0,3,83.1,82.6,1
0.45,4,2,84.8,71.2,1
0.49,4,2,65.5,60.0,1
0.53,5,2,68.8,90.9,1
1.23,7,1,93.5,63.9,1
-0.47,1,3,80.9,73.8,0
0.54,7,3,72.2,69.2,1
1.43,7,4,76.7,72.7,1
-0.99,4,2,88.9,66.3,1
0.54,4,3,87.3,83.9,1
-0.07,1,3,63.3,77.2,0
0.1,1,3,94.3,86.8,1
-0.32,0,3,87.7,69.3,0
0.26,5,4,76.5,99.5,1
1.87,3,4,66.1,55.0,1
-0.61,1,1,88.5,58.6,0
-0.54,1,2,82.8,95.3,0
-0.64,0,3,63.4,81.2,0
1.78,5,3,75.7,79.8,1
0.03,5,2,100.0,80.7,1
0.38,5,1,78.2,82.3,1
0.08,0,3,70.6,79.3,0
-0.36,0,3,67.9,65.4,0
0.21,0,1,95.7,85.0,1
2.37,6,3,86.5,83.3,1
1.51,5,4,92.1,91.7,1
-0.28,2,3,80.5,95.4,0
0.92,0,4,90.5,79.6,1
-0.27,2,2,69.5,62.5,0
-1.02,6,1,79.6,95.5,1
1.22,1,3,80.9,64.8,1
1.33,6,1,91.8,79.7,1
1.24,3,1,81.2,73.2,1
0.02,1,1,71.7,71.3,0
0.27,7,4,78.6,84.4,1
1.0,4,4,61.2,78.7,1
0.71,5,2,54.8,81.6,1
0.09,0,3,86.3,67.0,0
-0.9,2,2,74.3,74.1,0
0.49,5,1,75.4,67.5,1
1.26,5,4,86.3,73.8,1
-0.56,0,4,92.0,74.7,0
0.91,4,2,83.3,96.3,1
0.67,7,2,97.3,73.1,1
1.0,6,4,83.0,52.6,1
1.1,1,2,81.0,91.3,1
-0.16,7,2,80.4,80.9,1
-0.89,5,2,65.1,74.6,0
-0.03,0,2,87.6,71.2,0
1.11,1,3,53.5,65.6,0
-0.03,7,1,72.1,97.3,1
-0.16,1,2,78.2,76.6,0
-1.06,0,2,70.1,56.9,0
1.8,3,2,73.5,79.6,1
1.06,4,2,96.4,89.3,1
1.02,4,2,89.0,77.7,1
1.17,5,2,71.1,66.1,1
0.86,7,4,73.3,65.1,1
0.2,6,3,65.2,65.9,1
0.27,0,3,85.0,92.7,1
0.06,0,2,75.5,75.2,1
2.51,0,4,58.3,57.5,1
0.84,3,1,79.0,80.2,1
0.03,2,3,82.4,77.6,1
0.77,7,1,87.6,71.1,1
-0.41,2,4,77.3,64.8,1
1.6,0,2,74.3,64.3,1
-0.13,7,2,97.9,88.0,1
0.8,2,1,78.1,78.7,1
1.25,7,4,85.2,81.3,1
0.71,6,2,72.6,78.7,1
0.48,7,2,84.9,79.6,1
0.41,6,4,63.4,70.8,1
0.35,1,1,73.4,73.7,1
-0.06,5,2,65.9,88.8,1
0.04,3,1,72.0,91.6,1
1.58,5,1,90.5,62.6,1
0.31,5,1,71.9,73.7,1
-0.23,4,1,85.2,85.2,1
-0.01,2,4,93.2,96.7,1
1.28,7,2,77.7,95.6,1
0.94,5,4,87.9,67.2,1
0.85,7,2,83.3,90.0,1
0.19,1,4,79.2,76.6,0
0.86,6,1,85.5,87.5,1
-0.11,2,1,96.4,84.7,1
0.19,3,1,71.6,62.1,1
1.18,6,4,68.4,82.0,1
1.1,2,3,67.8,87.1,1
-0.39,2,3,87.9,75.8,0
-0.28,7,4,89.3,73.3,1
0.49,7,2,72.6,58.7,1
1.78,2,3,56.6,83.5,1
-1.13,2,3,71.3,78.3,0
0.62,1,3,83.5,65.9,1
-0.7,0,3,77.3,72.4,0
-0.11,4,2,79.8,77.7,1
0.11,2,1,72.8,69.9,1
0.06,6,1,88.1,76.0,1
-0.03,1,3,81.4,56.8,0
0.41,5,3,83.9,90.8,1
-0.03,4,3,79.6,76.2,1
-0.77,4,3,83.2,63.9,1
1.02,0,1,82.6,48.9,1
1.0,3,2,68.7,87.3,1
1.07,5,2,81.7,82.1,1
-0.83,2,4,85.9,78.3,0
0.64,6,3,89.6,85.5,1
0.94,4,3,82.2,85.5,1
-0.42,2,3,68.3,78.1,0
0.41,0,2,69.9,73.2,0
0.31,1,4,73.6,71.4,1
1.87,3,3,79.9,80.6,1
1.94,3,4,76.8,91.4,1
-0.93,6,3,66.8,74.9,1
2.4,6,3,66.7,92.2,1
-0.33,1,1,57.0,80.1,0
1.18,4,3,46.8,80.2,1
1.18,3,1,76.7,100.0,1
-0.4,0,3,100.0,94.2,1
0.79,5,3,96.0,94.5,1
0.31,4,3,68.2,67.2,1
0.84,0,2,79.5,100.0,1
0.58,3,1,63.4,75.1,1
1.36,5,3,64.9,73.5,1
0.46,2,3,66.0,52.2,1
0.27,2,2,75.7,79.6,1
1.28,0,3,76.2,64.1,1
0.86,1,4,80.5,80.5,1
0.99,7,3,84.6,63.2,1
-0.13,4,1,74.6,95.8,1
-0.44,1,4,78.4,82.1,1
-0.05,3,2,67.1,100.0,1
-0.1,1,3,64.6,64.7,0
1.03,3,4,63.0,93.0,1
1.18,1,2,84.5,56.2,1
0.28,4,3,74.6,78.3,1
1.54,4,1,59.3,69.1,1
1.49,5,4,77.4,71.1,1
0.59,3,1,65.5,70.3,0
-0.26,2,3,94.6,65.9,0
1.66,1,2,72.2,62.1,1
0.35,1,1,84.8,71.1,1
0.5,3,2,88.9,77.3,1
0.13,3,4,68.5,88.8,1
-0.31,5,1,78.8,79.2,1
-0.77,0,2,83.5,88.8,0
0.91,2,1,79.2,59.7,1
-0.23,6,1,81.6,71.2,0
2.85,7,1,64.7,83.8,1
-0.47,7,3,83.5,79.8,1
-0.61,2,4,73.1,66.5,1
0.81,1,3,81.5,86.3,1
1.62,1,4,87.2,70.2,1
0.45,1,3,84.7,67.4,1
0.86,7,2,81.5,81.4,1
-1.07,7,4,84.4,76.1,1
-0.14,6,1,84.9,70.2,1
-0.46,5,3,93.0,69.9,1
-1.12,2,1,77.7,64.2,0
0.49,3,4,79.6,71.6,1
-1.39,6,1,87.3,88.1,1
-0.66,6,1,73.1,78.7,0
-0.03,4,2,64.6,86.5,1
-0.27,6,3,82.9,81.7,1
0.72,2,1,75.9,69.3,1
0.64,3,2,65.9,57.9,0
1.12,6,2,83.0,65.8,1
1.0,3,3,92.3,68.6,1
1.31,6,4,61.7,67.8,1
0.4,3,3,88.2,86.8,1
0.64,2,3,52.6,86.7,1
0.81,1,2,74.0,100.0,1
0.51,4,4,96.4,67.6,1
0.08,3,1,74.7,93.6,1
0.13,2,1,78.9,93.5,1
-0.25,5,1,85.6,73.4,1
0.74,0,2,60.8,81.2,0
0.32,0,2,78.7,89.6,1
-0.13,7,4,78.6,75.4,1
-0.13,5,3,96.6,74.5,1
-0.57,4,2,65.6,69.1,0
1.18,0,1,74.2,50.0,0
0.46,4,3,68.7,76.8,1
-0.29,3,2,67.7,68.2,1
1.05,4,4,89.3,64.2,1
-0.05,0,2,78.3,80.6,0
-0.73,4,3,72.4,60.0,0
1.22,4,4,72.8,84.9,1
-0.03,2,2,72.4,81.3,0
0.07,0,2,73.3,71.6,0
0.43,7,3,65.4,75.3,1
1.31,5,2,75.4,62.9,1
0.42,4,1,74.4,84.3,1
-0.56,6,2,70.4,78.1,1
0.84,5,1,79.6,78.9,1
0.01,1,3,80.4,81.5,1
1.91,3,1,72.4,68.9,1
0.4,7,2,76.6,59.3,1
-1.39,2,4,99.6,86.5,1
0.69,7,3,99.2,83.6,1
1.96,0,3,67.5,70.1,1
1.66,2,3,68.9,80.5,1
1.86,2,2,67.4,89.8,1
-0.42,4,3,88.6,88.5,1
1.13,1,1,74.0,69.8,0
-0.18,1,3,80.4,59.6,1
0.58,5,3,98.0,61.5,1
-0.62,2,4,77.9,72.6,1
-0.12,7,4,85.1,92.1,1
-0.14,6,1,83.2,68.0,1
1.12,2,2,72.1,69.4,1
1.04,4,3,88.6,69.2,1
0.62,2,2,69.5,70.2,0
-0.68,2,3,91.4,75.9,1
0.15,5,4,72.1,61.9,1
-0.2,2,2,73.2,87.9,1
1.1,1,4,67.1,74.4,1
1.34,2,4,68.8,100.0,1
1.25,7,4,73.7,63.1,1
-0.2,2,1,53.7,93.5,0
-1.79,2,2,75.7,91.3,0
-1.01,5,1,72.9,71.5,0
1.54,0,1,85.9,71.7,1
0.08,2,1,82.2,65.9,0
-0.2,1,2,70.9,66.0,1
1.71,7,1,73.4,76.0,1
1.41,7,2,75.7,76.2,1
0.42,6,4,92.9,58.4,1
0.17,1,4,69.8,100.0,1
0.29,4,4,70.8,73.1,1
0.58,5,1,66.7,76.7,1
1.68,6,3,63.2,69.1,1
0.74,1,3,81.1,73.1,1
0.98,5,1,80.0,72.1,1
1.34,1,4,90.8,76.0,1
-0.54,4,2,88.4,75.8,1
1.0,7,4,100.0,84.9,1
0.16,0,1,77.3,78.5,0
-1.61,1,3,75.4,83.7,0
-1.3,6,1,65.0,75.9,0
-0.41,0,4,85.0,78.5,0
0.82,5,3,79.2,73.3,1
0.49,4,1,84.5,87.0,1
0.55,2,1,66.6,79.5,1
1.96,6,2,81.5,74.3,1
-0.62,6,1,80.1,73.9,1
0.38,2,1,79.4,74.8,1
0.64,0,4,71.2,76.3,1
-0.19,1,4,89.9,75.4,0
0.42,0,3,98.5,69.9,1
-0.88,7,4,66.9,84.4,1
1.53,4,3,85.2,85.1,1
-0.15,5,1,49.2,95.6,1
2.03,1,3,84.7,69.4,1
0.37,6,1,59.3,83.3,1
1.22,5,4,72.8,55.0,1
0.36,6,2,64.9,85.1,1
0.38,3,1,75.8,60.0,1
-0.07,5,2,86.4,65.2,1
0.5,4,3,59.4,79.7,1
0.65,3,4,74.4,69.2,1
-0.23,4,3,72.9,67.7,1
0.3,2,1,93.8,70.7,1
-0.09,7,4,82.3,84.0,1
2.24,5,4,66.2,65.7,1
0.33,5,2,73.3,75.4,1
1.64,5,3,93.6,71.8,1
0.24,3,4,85.1,85.0,1
0.61,7,2,68.8,85.3,1
-0.66,1,1,75.3,55.8,0
0.04,4,1,75.6,87.5,1
0.57,0,3,72.6,69.3,1
1.67,2,4,60.9,78.6,1
0.58,4,3,71.2,65.7,1
1.51,3,3,91.9,80.1,1
0.91,7,2,74.2,100.0,1
1.7,4,2,77.0,77.4,1
0.35,3,1,79.4,70.9,1
2.31,3,2,100.0,73.4,1
0.01,4,3,78.1,59.8,1
-0.21,6,4,88.9,91.9,1
-0.57,2,4,72.0,79.4,1
2.26,4,4,75.4,64.5,1
1.06,4,1,78.1,64.8,1
0.13,0,4,70.3,76.2,0
1.4,7,1,76.0,86.3,1
0.95,4,3,86.9,63.3,1
1.97,1,4,70.0,88.2,1
-0.84,5,4,78.0,75.0,1
0.19,5,3,85.1,65.8,1
0.03,7,2,69.8,70.9,1
-1.18,0,3,89.0,95.2,0
1.25,3,3,78.7,60.7,1
0.18,1,3,76.3,67.9,0
0.99,4,2,57.9,86.5,1
2.29,4,2,74.3,78.4,1
0.12,3,3,81.7,67.3,1
0.06,7,1,95.5,86.6,1
0.49,4,4,83.7,87.1,1
1.19,3,1,89.3,79.6,1
-0.05,0,4,65.9,69.3,0
-0.1,2,1,76.7,71.0,1
1.25,7,3,90.2,79.1,1
0.7,3,2,69.1,61.6,1
-1.24,7,3,87.7,90.6,1
-0.58,4,2,85.3,94.7,1
1.6,4,4,80.7,73.4,1
0.72,3,1,74.7,79.9,1
-0.21,4,4,68.1,89.0,1
0.26,0,3,95.8,97.5,1
0.41,0,4,84.3,93.1,1
0.99,3,1,81.4,56.9,1
-0.69,4,1,73.9,72.5,0
-0.27,4,2,78.4,81.5,1
0.62,3,2,79.6,70.6,1
0.32,2,4,82.0,95.6,1
0.86,5,4,85.3,93.9,1
-0.58,4,2,70.2,67.0,1
0.69,0,4,63.3,74.2,1
1.27,3,1,78.8,67.8,1
0.79,5,3,60.5,73.9,1
0.51,6,1,74.8,73.5,1
0.32,2,3,72.9,86.5,1
-0.27,7,2,82.9,66.2,1
0.34,5,2,97.8,47.2,1
1.41,3,2,58.6,58.4,1
0.3,5,2,100.0,64.7,1
-0.31,6,4,75.7,68.8,1
0.01,1,4,81.5,78.1,1
0.56,1,2,63.9,64.1,1
0.1,3,2,88.0,62.7,1
0.79,0,3,78.4,65.8,1
